distributionId,mintNum,tokenId,profit,recipient1,valueIncrease1,divident1,recipient2,valueIncrease2,divident2,recipient3,valueIncrease3,divident3,totalValueIncrease
154,2,154,0.1104,0x5E984ba4Deecb7B63c487f516895734432abb307,44,0.1044645161,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.5,0.005935483871,,,,46.5
155,2,155,0.0433,0x5E984ba4Deecb7B63c487f516895734432abb307,17,0.03774871795,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.5,0.005551282051,,,,19.5
156,2,156,0.0959,0x5E984ba4Deecb7B63c487f516895734432abb307,38,0.08998024691,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.5,0.005919753086,,,,40.5
157,2,157,0.1626,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,30,0.1325543478,0x2B5cA8c6bE3BA3Bd81e93A2c9dD0b31418eCf579,6.8,0.03004565217,,,,36.8
158,2,158,0.1442,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,27,0.1151893491,0x2B5cA8c6bE3BA3Bd81e93A2c9dD0b31418eCf579,6.8,0.02901065089,,,,33.8
159,2,159,0.1546,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,29,0.1252346369,0x2B5cA8c6bE3BA3Bd81e93A2c9dD0b31418eCf579,6.8,0.02936536313,,,,35.8
160,2,160,0.1117,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,21,0.08437769784,0x2B5cA8c6bE3BA3Bd81e93A2c9dD0b31418eCf579,6.8,0.02732230216,,,,27.8
161,2,161,0.1596,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,30,0.1301086957,0x2B5cA8c6bE3BA3Bd81e93A2c9dD0b31418eCf579,6.8,0.02949130435,,,,36.8
162,2,162,0.1617,0x5E984ba4Deecb7B63c487f516895734432abb307,31,0.1354783784,0x2B5cA8c6bE3BA3Bd81e93A2c9dD0b31418eCf579,6,0.02622162162,,,,37
163,2,163,0.0554,0x5E984ba4Deecb7B63c487f516895734432abb307,11,0.03584705882,0x2B5cA8c6bE3BA3Bd81e93A2c9dD0b31418eCf579,6,0.01955294118,,,,17
164,2,164,0.1444,0x5E984ba4Deecb7B63c487f516895734432abb307,28,0.1189176471,0x2B5cA8c6bE3BA3Bd81e93A2c9dD0b31418eCf579,6,0.02548235294,,,,34
165,2,165,0.205,0x5E984ba4Deecb7B63c487f516895734432abb307,39,0.1776666667,0x2B5cA8c6bE3BA3Bd81e93A2c9dD0b31418eCf579,6,0.02733333333,,,,45
166,2,166,0.1835,0x5E984ba4Deecb7B63c487f516895734432abb307,35,0.1566463415,0x2B5cA8c6bE3BA3Bd81e93A2c9dD0b31418eCf579,6,0.02685365854,,,,41
167,2,167,0.0319,0x5E984ba4Deecb7B63c487f516895734432abb307,15,0.02957025794,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.002329742056,,,,16.1818
168,2,168,0.0513,0x5E984ba4Deecb7B63c487f516895734432abb307,25,0.04898440902,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.002315590983,,,,26.1818
169,2,169,0.0472,0x5E984ba4Deecb7B63c487f516895734432abb307,23,0.04489326684,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.002306733163,,,,24.1818
170,2,170,0.0684,0x5E984ba4Deecb7B63c487f516895734432abb307,33,0.06603514151,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.002364858492,,,,34.1818
171,2,171,0.0384,0x5E984ba4Deecb7B63c487f516895734432abb307,19,0.03615138392,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.00224861608,,,,20.1818
172,2,172,0.0792,0x5E984ba4Deecb7B63c487f516895734432abb307,38,0.07681117253,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.002388827466,,,,39.1818
173,2,173,0.0321,0x5E984ba4Deecb7B63c487f516895734432abb307,16,0.02989209512,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.002207904876,,,,17.1818
174,2,174,0.0781,0x5E984ba4Deecb7B63c487f516895734432abb307,38,0.07574435069,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.002355649307,,,,39.1818
175,2,175,0.0563,0x5E984ba4Deecb7B63c487f516895734432abb307,27,0.05393906706,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.002360932943,,,,28.1818
176,2,176,0.0768,0x5E984ba4Deecb7B63c487f516895734432abb307,37,0.07442289258,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.002377107418,,,,38.1818
177,2,177,0.0646,0x5E984ba4Deecb7B63c487f516895734432abb307,31,0.06222771877,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.002372281227,,,,32.1818
178,2,178,0.053,0x5E984ba4Deecb7B63c487f516895734432abb307,26,0.05069568608,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.002304313916,,,,27.1818
179,2,179,0.1855,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,43,0.1590753626,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,7.1429,0.02642463739,,,,50.1429
180,2,180,0.077,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,18,0.05512490604,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,7.1429,0.02187509396,,,,25.1429
181,2,181,0.1552,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,36,0.1295045071,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,7.1429,0.02569549289,,,,43.1429
182,2,182,0.1933,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,45,0.1668204108,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,7.1429,0.02647958917,,,,52.1429
183,2,183,0.1896,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,44,0.1631194164,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,7.1429,0.02648058362,,,,51.1429
184,2,184,0.2074,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,48,0.1805345747,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,7.1429,0.02686542529,,,,55.1429
185,2,185,0.0834,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,19,0.06061301539,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,7.1429,0.02278698461,,,,26.1429
186,2,186,0.0403,0x5E984ba4Deecb7B63c487f516895734432abb307,19,0.03603294118,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.004267058824,,,,21.25
187,2,187,0.0597,0x5E984ba4Deecb7B63c487f516895734432abb307,28,0.05525950413,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.004440495868,,,,30.25
188,2,188,0.0686,0x5E984ba4Deecb7B63c487f516895734432abb307,32,0.06409343066,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.004506569343,,,,34.25
189,2,189,0.0349,0x5E984ba4Deecb7B63c487f516895734432abb307,17,0.03082077922,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.004079220779,,,,19.25
190,2,190,0.0673,0x5E984ba4Deecb7B63c487f516895734432abb307,32,0.06287883212,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.004421167883,,,,34.25
191,2,191,0.0468,0x5E984ba4Deecb7B63c487f516895734432abb307,22,0.04245773196,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.004342268041,,,,24.25
192,2,192,0.0421,0x5E984ba4Deecb7B63c487f516895734432abb307,20,0.03784269663,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.004257303371,,,,22.25
193,2,193,0.0731,0x5E984ba4Deecb7B63c487f516895734432abb307,35,0.06868456376,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.004415436242,,,,37.25
194,2,194,0.0745,0x5E984ba4Deecb7B63c487f516895734432abb307,35,0.07,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.0045,,,,37.25
195,2,195,0.0249,0x5E984ba4Deecb7B63c487f516895734432abb307,12,0.02096842105,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.003931578947,,,,14.25
196,2,196,0.0951,0x5E984ba4Deecb7B63c487f516895734432abb307,45,0.09057142857,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.004528571429,,,,47.25
197,2,197,0.0572,0x5E984ba4Deecb7B63c487f516895734432abb307,27,0.0528,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.0044,,,,29.25
198,2,198,0.099,0x5E984ba4Deecb7B63c487f516895734432abb307,29,0.08602247191,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.01297752809,,,,33.375
199,2,199,0.1112,0x5E984ba4Deecb7B63c487f516895734432abb307,33,0.09818327759,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.01301672241,,,,37.375
200,2,200,0.1384,0x5E984ba4Deecb7B63c487f516895734432abb307,41,0.1250556474,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.01334435262,,,,45.375
201,2,201,0.1171,0x5E984ba4Deecb7B63c487f516895734432abb307,35,0.1040888889,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.01301111111,,,,39.375
202,2,202,0.1653,0x5E984ba4Deecb7B63c487f516895734432abb307,49,0.1517508197,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.01354918033,,,,53.375
203,2,203,0.1003,0x5E984ba4Deecb7B63c487f516895734432abb307,30,0.08753454545,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.01276545455,,,,34.375
204,2,204,0.1258,0x5E984ba4Deecb7B63c487f516895734432abb307,37,0.1124978852,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.0133021148,,,,41.375
205,2,205,0.1071,0x5E984ba4Deecb7B63c487f516895734432abb307,32,0.0942185567,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.0128814433,,,,36.375
206,2,206,0.1251,0x5E984ba4Deecb7B63c487f516895734432abb307,37,0.1118719033,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.01322809668,,,,41.375
207,2,207,0.1271,0x5E984ba4Deecb7B63c487f516895734432abb307,38,0.1139775811,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.01312241888,,,,42.375
208,2,208,0.1579,0x5E984ba4Deecb7B63c487f516895734432abb307,47,0.144453528,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,4.375,0.01344647202,,,,51.375
209,2,209,0.0809,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,31,0.07898897638,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,0.75,0.001911023622,,,,31.75
210,2,210,0.0817,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,31,0.07977007874,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,0.75,0.00192992126,,,,31.75
211,2,211,0.0664,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,25,0.06446601942,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,0.75,0.001933980583,,,,25.75
212,2,212,0.0418,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,16,0.03992835821,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,0.75,0.001871641791,,,,16.75
213,2,213,0.0864,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,33,0.08448,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,0.75,0.00192,,,,33.75
214,2,214,0.1205,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,46,0.1185668449,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,0.75,0.00193315508,,,,46.75
215,2,215,0.0544,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,21,0.05252413793,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,0.75,0.001875862069,,,,21.75
216,2,216,0.0282,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,11,0.0264,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,0.75,0.0018,,,,11.75
217,2,217,0.0574,0x5E984ba4Deecb7B63c487f516895734432abb307,38,0.05621649485,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.001183505155,,,,38.8
218,2,218,0.0693,0x5E984ba4Deecb7B63c487f516895734432abb307,46,0.06811538462,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.001184615385,,,,46.8
219,2,219,0.0664,0x5E984ba4Deecb7B63c487f516895734432abb307,44,0.06521428571,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.001185714286,,,,44.8
220,2,220,0.0554,0x5E984ba4Deecb7B63c487f516895734432abb307,37,0.05422751323,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.001172486772,,,,37.8
221,2,221,0.0386,0x5E984ba4Deecb7B63c487f516895734432abb307,26,0.03744776119,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.001152238806,,,,26.8
222,2,222,0.035,0x5E984ba4Deecb7B63c487f516895734432abb307,23,0.03382352941,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.001176470588,,,,23.8
223,2,223,0.0447,0x5E984ba4Deecb7B63c487f516895734432abb307,30,0.04353896104,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.001161038961,,,,30.8
224,2,224,0.0466,0x5E984ba4Deecb7B63c487f516895734432abb307,31,0.04542767296,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.001172327044,,,,31.8
225,2,225,0.0192,0x5E984ba4Deecb7B63c487f516895734432abb307,13,0.01808695652,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.001113043478,,,,13.8
226,2,226,0.0368,0x5E984ba4Deecb7B63c487f516895734432abb307,25,0.03565891473,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.001141085271,,,,25.8
227,2,227,0.0586,0x5E984ba4Deecb7B63c487f516895734432abb307,39,0.05742211055,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.001177889447,,,,39.8
228,2,228,0.0322,0x5E984ba4Deecb7B63c487f516895734432abb307,22,0.03107017544,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.001129824561,,,,22.8
229,2,229,0.0278,0x5E984ba4Deecb7B63c487f516895734432abb307,19,0.02667676768,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.001123232323,,,,19.8
230,2,230,0.0398,0x5E984ba4Deecb7B63c487f516895734432abb307,27,0.03865467626,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.001145323741,,,,27.8
231,2,231,0.0288,0x5E984ba4Deecb7B63c487f516895734432abb307,19,0.02763636364,0x4903Cdf0727Aa319D9824d850aE9AA72cb17989A,0.8,0.001163636364,,,,19.8
232,2,232,0.0925,0x5E984ba4Deecb7B63c487f516895734432abb307,18,0.0888,0xaB44F5AD3D5d04B4242C4e32C08b301f6DC2BA73,0.75,0.0037,,,,18.75
233,2,233,0.2302,0x5E984ba4Deecb7B63c487f516895734432abb307,45,0.2264262295,0xaB44F5AD3D5d04B4242C4e32C08b301f6DC2BA73,0.75,0.003773770492,,,,45.75
234,2,234,0.1355,0x5E984ba4Deecb7B63c487f516895734432abb307,26,0.1317009346,0xaB44F5AD3D5d04B4242C4e32C08b301f6DC2BA73,0.75,0.003799065421,,,,26.75
235,2,235,0.2253,0x5E984ba4Deecb7B63c487f516895734432abb307,44,0.2215240223,0xaB44F5AD3D5d04B4242C4e32C08b301f6DC2BA73,0.75,0.003775977654,,,,44.75
236,2,236,0.1404,0x5E984ba4Deecb7B63c487f516895734432abb307,27,0.1366054054,0xaB44F5AD3D5d04B4242C4e32C08b301f6DC2BA73,0.75,0.003794594595,,,,27.75
237,2,237,0.1246,0x5E984ba4Deecb7B63c487f516895734432abb307,24,0.1208242424,0xaB44F5AD3D5d04B4242C4e32C08b301f6DC2BA73,0.75,0.003775757576,,,,24.75
238,2,238,0.1536,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,15,0.1355294118,0xaB44F5AD3D5d04B4242C4e32C08b301f6DC2BA73,2,0.01807058824,,,,17
239,2,239,0.2278,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,22,0.2088166667,0xaB44F5AD3D5d04B4242C4e32C08b301f6DC2BA73,2,0.01898333333,,,,24
240,2,240,0.0645,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,19,0.05132984293,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,4.875,0.01317015707,,,,23.875
241,2,241,0.0697,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,20,0.05604020101,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,4.875,0.01365979899,,,,24.875
242,2,242,0.0459,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,13,0.03338181818,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,4.875,0.01251818182,,,,17.875
243,2,243,0.1237,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,36,0.108946789,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,4.875,0.01475321101,,,,40.875
244,2,244,0.0863,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,25,0.07221757322,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,4.875,0.01408242678,,,,29.875
245,2,245,0.0719,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,21,0.05835362319,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,4.875,0.01354637681,,,,25.875
246,2,246,0.1155,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,33,0.1006336634,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,4.875,0.01486633663,,,,37.875
247,2,247,0.1501,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,43,0.1348156658,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,4.875,0.0152843342,,,,47.875
248,2,248,0.3027,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,30,0.1945927181,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,16.6667,0.1081072819,,,,46.6667
249,2,249,0.1867,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,19,0.0994569164,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,16.6667,0.0872430836,,,,35.6667
250,2,250,0.4691,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,47,0.3462987716,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,16.6667,0.1228012284,,,,63.6667
251,2,251,0.0478,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,15,0.04217647059,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,2,0.005623529412,,,,17
252,2,252,0.1381,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,42,0.1318227273,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,2,0.006277272727,,,,44
253,2,253,0.0593,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,18,0.05337,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,2,0.00593,,,,20
254,2,254,0.0459,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,14,0.0401625,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,2,0.0057375,,,,16
255,2,255,0.0672,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,21,0.06135652174,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,2,0.005843478261,,,,23
256,2,256,0.12,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,37,0.1138461538,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,2,0.006153846154,,,,39
257,2,257,0.0985,0x4f7FC04641Af0256a43FA24E5492ABa4346DC7AB,30,0.09234375,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,2,0.00615625,,,,32
258,2,258,0.1714,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,30,0.1512352941,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,4,0.02016470588,,,,34
259,2,259,0.2057,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,36,0.18513,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,4,0.02057,,,,40
260,2,260,0.2671,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,46,0.245732,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,4,0.021368,,,,50
261,2,261,0.1192,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,21,0.100128,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,4,0.019072,,,,25
262,3,262,0.0687,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,23,0.02414043343,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,41,0.04303294655,0x8F0b466d77BF92cb3ef9897a31bc6d8Da82500C8,1.4545,0.001526620018,65.4545
263,3,263,0.161,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,22,0.0522804428,0x5E984ba4Deecb7B63c487f516895734432abb307,45,0.1069372694,0xaB44F5AD3D5d04B4242C4e32C08b301f6DC2BA73,0.75,0.001782287823,67.75
264,3,264,0.1482,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,42,0.07366153846,0x5E984ba4Deecb7B63c487f516895734432abb307,40,0.07015384615,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.5,0.004384615385,84.5
265,3,265,0.2166,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,45,0.123156973,0x5E984ba4Deecb7B63c487f516895734432abb307,30,0.08210464868,0x808B9581e9e45Db7A21010220c3D9104BA6dca0c,4.1429,0.0113383783,79.1429
266,3,266,0.0318,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,13,0.01416636397,0x5E984ba4Deecb7B63c487f516895734432abb307,15,0.01634580458,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.001287831457,29.1818
267,3,267,0.031,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,11,0.01118032787,0x5E984ba4Deecb7B63c487f516895734432abb307,17,0.01727868852,0xBd05a692e4C3FE47d83dA54684F3C3F40eb38140,2.5,0.002540983607,30.5
268,3,268,0.0896,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,46,0.05679372315,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,26,0.03210080004,0x8d63258F4ee291252bd35e450c91E25B62c0475f,0.5714,0.0007054768132,72.5714
269,3,269,0.2158,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,31,0.09866961652,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,30,0.09548672566,0x2B5cA8c6bE3BA3Bd81e93A2c9dD0b31418eCf579,6.8,0.02164365782,67.8
270,3,270,0.1096,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,44,0.07390651341,0x5E984ba4Deecb7B63c487f516895734432abb307,19,0.03191417625,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.003779310345,65.25
271,3,271,0.153,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,46,0.1086949807,0x5E984ba4Deecb7B63c487f516895734432abb307,17,0.04016988417,0x8d63258F4ee291252bd35e450c91E25B62c0475f,1.75,0.004135135135,64.75
272,3,272,0.2224,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,17,0.0593842621,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,30,0.1047957567,0x117e9c83002230e21CAe20Cbb5D92d879b3549bF,16.6667,0.05821998125,63.6667
273,3,273,0.067,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,25,0.03031674208,0x5E984ba4Deecb7B63c487f516895734432abb307,28,0.03395475113,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.002728506787,55.25
274,3,274,0.1473,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,25,0.04900662604,0x5E984ba4Deecb7B63c487f516895734432abb307,44,0.08625166183,0xA1756a269B535aC17Fe68aF401D865Ef78313E60,6.1429,0.01204171212,75.1429
275,3,275,0.1214,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,26,0.06556314638,0x5E984ba4Deecb7B63c487f516895734432abb307,16,0.04034655162,0xA1756a269B535aC17Fe68aF401D865Ef78313E60,6.1429,0.015490302,48.1429
276,3,276,0.1501,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,43,0.08409511401,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,33,0.06453811075,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,0.75,0.001466775244,76.75
277,3,277,0.118,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,43,0.0657408871,0x5E984ba4Deecb7B63c487f516895734432abb307,33,0.0504523087,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,1.1818,0.001806804195,77.1818
278,3,278,0.0478,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,16,0.01265083658,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,43,0.03399912331,0x8F0b466d77BF92cb3ef9897a31bc6d8Da82500C8,1.4545,0.001150040113,60.4545
279,3,279,0.1067,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,26,0.05975196323,0x5E984ba4Deecb7B63c487f516895734432abb307,17,0.03906859134,0x3d364DFe4D606dDDB9c8ebBCc8D9ded176b43397,3.4286,0.007879445428,46.4286
280,3,280,0.0821,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,11,0.02006888889,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,30,0.05473333333,0x36eEAD5Ca76B152Ca6c360d8961a9feCd6f8fEfa,4,0.007297777778,45
281,3,281,0.0778,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,40,0.04538335224,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,28,0.03176834657,0x8d63258F4ee291252bd35e450c91E25B62c0475f,0.5714,0.0006483011868,68.5714
282,3,282,0.0984,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,27,0.04200474308,0xb6Eb4ffE6Ac99b57C2265e6693679eBA5033345E,35,0.05445059289,0x0Ebf09f486256CACE1B4011A71731280AD26dA12,1.25,0.001944664032,63.25
283,3,283,0.1095,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,45,0.076692607,0x5E984ba4Deecb7B63c487f516895734432abb307,17,0.02897276265,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.00383463035,64.25
284,3,284,0.1665,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,33,0.08566029911,0x5E984ba4Deecb7B63c487f516895734432abb307,25,0.06489416599,0xA1756a269B535aC17Fe68aF401D865Ef78313E60,6.1429,0.01594553489,64.1429
285,3,285,0.0601,0x517aA5B8Be0D031cF6D1f04002916C969B0059F3,22,0.02350577778,0x5E984ba4Deecb7B63c487f516895734432abb307,32,0.03419022222,0x41654eb0105FB506c9Fb837bDfC7568309F9AE4A,2.25,0.002404,56.25
