tokenId,originalWoodId,chimeraId,producerId,ownerId,imageUrl,salesPrice,productionLocation,productionDate,productionMethod,processingStatus,salesStatus,treeSpecies,divisionCount,parentId
243,25,1-26,16,20,,470.00,神奈川県藤沢市遠藤,2024/02/01,切り出し,未加工,取引済み,,,25
244,25,2-24,16,20,,433.00,神奈川県藤沢市遠藤,2024/02/06,切り出し,未加工,取引済み,,,25
245,25,3-8,16,19,,419.00,神奈川県藤沢市遠藤,2024/02/07,切り出し,未加工,取引済み,,,25
246,25,3-15,16,19,,462.00,神奈川県藤沢市遠藤,2024/02/06,切り出し,未加工,取引済み,,,25
247,25,3-34,16,18,,497.00,神奈川県藤沢市遠藤,2024/02/08,切り出し,未加工,取引済み,,,25
248,26,0-26,16,18,,"1,301.00",神奈川県藤沢市遠藤,2024/02/02,切り出し,未加工,取引済み,,,26
249,26,0-33,16,19,,"1,185.00",神奈川県藤沢市遠藤,2024/02/05,切り出し,未加工,取引済み,,,26
250,26,3-44,16,18,,"1,468.00",神奈川県藤沢市遠藤,2024/02/07,切り出し,未加工,取引済み,,,26
251,27,0-34,15,19,,373.00,神奈川県藤沢市遠藤,2024/02/02,切り出し,未加工,取引済み,,,27
252,27,0-62,15,19,,463.00,神奈川県藤沢市遠藤,2024/02/01,切り出し,未加工,取引済み,,,27
253,27,1-5,15,19,,384.00,神奈川県藤沢市遠藤,2024/02/04,切り出し,未加工,取引済み,,,27
254,27,1-33,15,18,,371.00,神奈川県藤沢市遠藤,2024/02/07,切り出し,未加工,取引済み,,,27
255,27,1-39,15,20,,392.00,神奈川県藤沢市遠藤,2024/02/09,切り出し,未加工,取引済み,,,27
256,27,3-18,15,20,,445.00,神奈川県藤沢市遠藤,2024/02/05,切り出し,未加工,取引済み,,,27
257,27,3-27,15,18,,424.00,神奈川県藤沢市遠藤,2024/02/05,切り出し,未加工,取引済み,,,27
258,28,0-51,16,18,,749.00,神奈川県藤沢市遠藤,2024/02/05,切り出し,未加工,取引済み,,,28
259,28,1-10,16,18,,783.00,神奈川県藤沢市遠藤,2024/02/01,切り出し,未加工,取引済み,,,28
260,28,2-32,16,19,,845.00,神奈川県藤沢市遠藤,2024/02/01,切り出し,未加工,取引済み,,,28
261,28,3-4,16,20,,697.00,神奈川県藤沢市遠藤,2024/02/06,切り出し,未加工,取引済み,,,28
262,10,0-2,18,21,,335.00,神奈川県藤沢市遠藤,2024/02/19,ラミナ加工,未加工,取引済み,,,105
263,23,0-4,18,21,,603.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,233
264,14,0-5,18,21,,452.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,146
265,11,0-10,18,21,,543.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,119
266,17,0-11,18,21,,247.00,神奈川県藤沢市遠藤,2024/02/11,ラミナ加工,未加工,取引済み,,,167
267,14,0-13,18,21,,294.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,147
268,4,0-15,18,21,,284.00,神奈川県藤沢市遠藤,2024/02/18,ラミナ加工,未加工,取引済み,,,51
269,15,0-17,18,21,,913.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,157
270,19,0-19,18,21,,361.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,186
271,5,0-25,18,21,,485.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,66
272,26,0-26,18,21,,"1,524.00",神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,248
273,19,0-27,18,21,,338.00,神奈川県藤沢市遠藤,2024/02/18,ラミナ加工,未加工,取引済み,,,187
274,8,0-31,18,21,,734.00,神奈川県藤沢市遠藤,2024/02/15,ラミナ加工,未加工,取引済み,,,89
275,8,0-35,18,21,,594.00,神奈川県藤沢市遠藤,2024/02/12,ラミナ加工,未加工,取引済み,,,90
276,21,0-41,18,21,,501.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,213
277,17,0-42,18,21,,360.00,神奈川県藤沢市遠藤,2024/02/20,ラミナ加工,未加工,取引済み,,,170
278,10,0-44,18,21,,321.00,神奈川県藤沢市遠藤,2024/02/15,ラミナ加工,未加工,取引済み,,,107
279,13,0-48,18,21,,522.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,139
280,28,0-51,18,21,,831.00,神奈川県藤沢市遠藤,2024/02/20,ラミナ加工,未加工,取引済み,,,258
281,4,0-55,18,21,,275.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,54
282,2,0-60,18,21,,469.00,神奈川県藤沢市遠藤,2024/02/15,ラミナ加工,未加工,取引済み,,,37
283,19,1-1,18,22,,356.00,神奈川県藤沢市遠藤,2024/02/15,ラミナ加工,未加工,取引済み,,,189
284,8,1-4,18,22,,677.00,神奈川県藤沢市遠藤,2024/02/15,ラミナ加工,未加工,取引済み,,,91
285,19,1-8,18,22,,338.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,190
286,28,1-10,18,22,,965.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,259
287,18,1-12,18,22,,653.00,神奈川県藤沢市遠藤,2024/02/11,ラミナ加工,未加工,取引済み,,,180
288,3,1-13,18,22,,540.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,46
289,19,1-14,18,22,,355.00,神奈川県藤沢市遠藤,2024/02/20,ラミナ加工,未加工,取引済み,,,191
290,15,1-16,18,22,,931.00,神奈川県藤沢市遠藤,2024/02/20,ラミナ加工,未加工,取引済み,,,158
291,8,1-21,18,22,,799.00,神奈川県藤沢市遠藤,2024/02/18,ラミナ加工,未加工,取引済み,,,92
292,16,1-22,18,22,,760.00,神奈川県藤沢市遠藤,2024/02/15,ラミナ加工,未加工,取引済み,,,163
293,4,1-25,18,22,,279.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,55
294,17,1-27,18,22,,302.00,神奈川県藤沢市遠藤,2024/02/12,ラミナ加工,未加工,取引済み,,,171
295,18,1-28,18,22,,852.00,神奈川県藤沢市遠藤,2024/02/19,ラミナ加工,未加工,取引済み,,,182
296,20,1-29,18,22,,403.00,神奈川県藤沢市遠藤,2024/02/18,ラミナ加工,未加工,取引済み,,,203
297,9,1-32,18,22,,457.00,神奈川県藤沢市遠藤,2024/02/12,ラミナ加工,未加工,取引済み,,,98
298,27,1-33,18,22,,461.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,254
299,8,1-34,18,22,,517.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,93
300,14,1-38,18,22,,339.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,149
301,5,1-43,18,22,,449.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,68
302,20,1-51,18,22,,381.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,204
303,9,2-5,18,23,,548.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,100
304,12,2-7,18,23,,419.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,131
305,17,2-9,18,23,,366.00,神奈川県藤沢市遠藤,2024/02/11,ラミナ加工,未加工,取引済み,,,172
306,22,2-11,18,23,,291.00,神奈川県藤沢市遠藤,2024/02/20,ラミナ加工,未加工,取引済み,,,218
307,7,2-16,18,23,,428.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,85
308,14,2-19,18,23,,330.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,153
309,17,2-20,18,23,,379.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,174
310,10,2-23,18,23,,352.00,神奈川県藤沢市遠藤,2024/02/11,ラミナ加工,未加工,取引済み,,,110
311,20,2-29,18,23,,387.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,206
312,14,2-35,18,23,,462.00,神奈川県藤沢市遠藤,2024/02/11,ラミナ加工,未加工,取引済み,,,154
313,3,2-38,18,23,,734.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,49
314,20,2-40,18,23,,422.00,神奈川県藤沢市遠藤,2024/02/15,ラミナ加工,未加工,取引済み,,,207
315,22,2-41,18,23,,261.00,神奈川県藤沢市遠藤,2024/02/12,ラミナ加工,未加工,取引済み,,,221
316,23,2-45,18,23,,614.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,236
317,6,2-49,18,23,,620.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,77
318,9,2-50,18,23,,402.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,102
319,12,2-51,18,23,,280.00,神奈川県藤沢市遠藤,2024/02/20,ラミナ加工,未加工,取引済み,,,134
320,9,2-52,18,23,,578.00,神奈川県藤沢市遠藤,2024/02/19,ラミナ加工,未加工,取引済み,,,103
321,12,2-55,18,23,,385.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,135
322,6,3-11,18,24,,555.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,78
323,5,3-12,18,24,,490.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,70
324,27,3-27,18,24,,546.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,257
325,19,3-32,18,24,,395.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,197
326,25,3-34,18,24,,582.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,247
327,18,3-36,18,24,,938.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,184
328,2,3-43,18,24,,423.00,神奈川県藤沢市遠藤,2024/02/12,ラミナ加工,未加工,取引済み,,,42
329,26,3-44,18,24,,"1,791.00",神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,250
330,18,3-48,18,24,,597.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,185
331,13,3-53,18,24,,652.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,145
332,23,0-0,19,21,,567.00,神奈川県藤沢市遠藤,2024/02/12,ラミナ加工,未加工,取引済み,,,232
333,20,0-7,19,21,,449.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,198
334,12,0-8,19,21,,349.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,126
335,20,0-14,19,21,,497.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,200
336,2,0-16,19,21,,464.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,35
337,17,0-21,19,21,,324.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,168
338,4,0-28,19,21,,222.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,52
339,26,0-33,19,21,,"1,583.00",神奈川県藤沢市遠藤,2024/02/20,ラミナ加工,未加工,取引済み,,,249
340,27,0-34,19,21,,417.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,251
341,21,0-36,19,21,,379.00,神奈川県藤沢市遠藤,2024/02/11,ラミナ加工,未加工,取引済み,,,211
342,11,0-39,19,21,,574.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,120
343,10,0-40,19,21,,374.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,106
344,23,0-46,19,21,,523.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,234
345,25,0-47,19,21,,558.00,神奈川県藤沢市遠藤,2024/02/18,ラミナ加工,未加工,取引済み,,,241
346,13,0-49,19,21,,505.00,神奈川県藤沢市遠藤,2024/02/19,ラミナ加工,未加工,取引済み,,,140
347,20,0-53,19,21,,396.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,201
348,10,0-54,19,21,,249.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,108
349,12,0-57,19,21,,368.00,神奈川県藤沢市遠藤,2024/02/11,ラミナ加工,未加工,取引済み,,,128
350,3,0-58,19,21,,554.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,44
351,25,0-61,19,21,,573.00,神奈川県藤沢市遠藤,2024/02/15,ラミナ加工,未加工,取引済み,,,242
352,27,0-62,19,21,,565.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,252
353,6,0-63,19,21,,526.00,神奈川県藤沢市遠藤,2024/02/19,ラミナ加工,未加工,取引済み,,,73
354,9,0-64,19,21,,471.00,神奈川県藤沢市遠藤,2024/02/18,ラミナ加工,未加工,取引済み,,,97
355,7,1-3,19,22,,456.00,神奈川県藤沢市遠藤,2024/02/11,ラミナ加工,未加工,取引済み,,,82
356,27,1-5,19,22,,522.00,神奈川県藤沢市遠藤,2024/02/18,ラミナ加工,未加工,取引済み,,,253
357,2,1-6,19,22,,393.00,神奈川県藤沢市遠藤,2024/02/15,ラミナ加工,未加工,取引済み,,,38
358,12,1-9,19,22,,400.00,神奈川県藤沢市遠藤,2024/02/12,ラミナ加工,未加工,取引済み,,,129
359,1,1-15,19,22,,795.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,30
360,7,1-18,19,22,,346.00,神奈川県藤沢市遠藤,2024/02/15,ラミナ加工,未加工,取引済み,,,83
361,12,1-35,19,22,,338.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,130
362,11,1-40,19,22,,418.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,121
363,15,1-42,19,22,,789.00,神奈川県藤沢市遠藤,2024/02/20,ラミナ加工,未加工,取引済み,,,159
364,13,1-47,19,22,,516.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,142
365,19,1-50,19,22,,358.00,神奈川県藤沢市遠藤,2024/02/18,ラミナ加工,未加工,取引済み,,,193
366,21,2-0,19,23,,483.00,神奈川県藤沢市遠藤,2024/02/19,ラミナ加工,未加工,取引済み,,,214
367,2,2-6,19,23,,462.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,40
368,5,2-8,19,23,,505.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,69
369,17,2-12,19,23,,326.00,神奈川県藤沢市遠藤,2024/02/15,ラミナ加工,未加工,取引済み,,,173
370,19,2-13,19,23,,389.00,神奈川県藤沢市遠藤,2024/02/19,ラミナ加工,未加工,取引済み,,,194
371,1,2-17,19,23,,790.00,神奈川県藤沢市遠藤,2024/02/19,ラミナ加工,未加工,取引済み,,,32
372,4,2-21,19,23,,288.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,57
373,20,2-22,19,23,,435.00,神奈川県藤沢市遠藤,2024/02/20,ラミナ加工,未加工,取引済み,,,205
374,22,2-30,19,23,,278.00,神奈川県藤沢市遠藤,2024/02/19,ラミナ加工,未加工,取引済み,,,219
375,4,2-31,19,23,,237.00,神奈川県藤沢市遠藤,2024/02/11,ラミナ加工,未加工,取引済み,,,58
376,28,2-32,19,23,,"1,078.00",神奈川県藤沢市遠藤,2024/02/12,ラミナ加工,未加工,取引済み,,,260
377,11,2-36,19,23,,505.00,神奈川県藤沢市遠藤,2024/02/15,ラミナ加工,未加工,取引済み,,,123
378,22,2-37,19,23,,250.00,神奈川県藤沢市遠藤,2024/02/19,ラミナ加工,未加工,取引済み,,,220
379,12,2-39,19,23,,383.00,神奈川県藤沢市遠藤,2024/02/11,ラミナ加工,未加工,取引済み,,,133
380,10,2-43,19,23,,414.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,112
381,3,2-44,19,23,,704.00,神奈川県藤沢市遠藤,2024/02/19,ラミナ加工,未加工,取引済み,,,50
382,6,2-46,19,23,,614.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,76
383,2,2-48,19,23,,453.00,神奈川県藤沢市遠藤,2024/02/19,ラミナ加工,未加工,取引済み,,,41
384,14,2-53,19,23,,345.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,155
385,4,2-57,19,23,,246.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,60
386,17,3-0,19,24,,291.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,176
387,9,3-1,19,24,,496.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,104
388,22,3-3,19,24,,234.00,神奈川県藤沢市遠藤,2024/02/18,ラミナ加工,未加工,取引済み,,,223
389,16,3-6,19,24,,880.00,神奈川県藤沢市遠藤,2024/02/20,ラミナ加工,未加工,取引済み,,,165
390,25,3-8,19,24,,478.00,神奈川県藤沢市遠藤,2024/02/20,ラミナ加工,未加工,取引済み,,,245
391,20,3-10,19,24,,419.00,神奈川県藤沢市遠藤,2024/02/11,ラミナ加工,未加工,取引済み,,,208
392,21,3-13,19,24,,431.00,神奈川県藤沢市遠藤,2024/02/18,ラミナ加工,未加工,取引済み,,,215
393,25,3-15,19,24,,572.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,246
394,10,3-17,19,24,,399.00,神奈川県藤沢市遠藤,2024/02/15,ラミナ加工,未加工,取引済み,,,113
395,14,3-22,19,24,,387.00,神奈川県藤沢市遠藤,2024/02/20,ラミナ加工,未加工,取引済み,,,156
396,5,3-25,19,24,,425.00,神奈川県藤沢市遠藤,2024/02/11,ラミナ加工,未加工,取引済み,,,71
397,22,3-29,19,24,,273.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,226
398,17,3-30,19,24,,287.00,神奈川県藤沢市遠藤,2024/02/19,ラミナ加工,未加工,取引済み,,,177
399,22,3-31,19,24,,299.00,神奈川県藤沢市遠藤,2024/02/20,ラミナ加工,未加工,取引済み,,,227
400,22,3-33,19,24,,242.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,228
401,5,3-37,19,24,,515.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,72
402,11,3-38,19,24,,441.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,124
403,7,3-41,19,24,,411.00,神奈川県藤沢市遠藤,2024/02/12,ラミナ加工,未加工,取引済み,,,88
404,1,3-42,19,24,,892.00,神奈川県藤沢市遠藤,2024/02/12,ラミナ加工,未加工,取引済み,,,34
405,11,3-45,19,24,,398.00,神奈川県藤沢市遠藤,2024/02/11,ラミナ加工,未加工,取引済み,,,125
406,21,3-46,19,24,,368.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,216
407,22,3-47,19,24,,218.00,神奈川県藤沢市遠藤,2024/02/15,ラミナ加工,未加工,取引済み,,,229
408,22,3-50,19,24,,267.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,230
409,17,3-52,19,24,,264.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,178
410,4,3-56,19,24,,272.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,64
411,11,0-1,20,21,,469.00,神奈川県藤沢市遠藤,2024/02/15,ラミナ加工,未加工,取引済み,,,117
412,11,0-3,20,21,,587.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,118
413,9,0-6,20,21,,459.00,神奈川県藤沢市遠藤,2024/02/18,ラミナ加工,未加工,取引済み,,,96
414,5,0-9,20,21,,517.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,65
415,20,0-12,20,21,,454.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,199
416,7,0-18,20,21,,387.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,80
417,21,0-20,20,21,,510.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,209
418,1,0-22,20,21,,691.00,神奈川県藤沢市遠藤,2024/02/11,ラミナ加工,未加工,取引済み,,,29
419,18,0-23,20,21,,918.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,179
420,17,0-24,20,21,,264.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,169
421,21,0-29,20,21,,441.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,210
422,4,0-30,20,21,,252.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,53
423,19,0-32,20,21,,375.00,神奈川県藤沢市遠藤,2024/02/20,ラミナ加工,未加工,取引済み,,,188
424,21,0-37,20,21,,349.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,212
425,12,0-38,20,21,,380.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,127
426,25,0-43,20,21,,454.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,240
427,16,0-45,20,21,,954.00,神奈川県藤沢市遠藤,2024/02/11,ラミナ加工,未加工,取引済み,,,162
428,3,0-50,20,21,,745.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,43
429,7,0-52,20,21,,399.00,神奈川県藤沢市遠藤,2024/02/20,ラミナ加工,未加工,取引済み,,,81
430,2,0-56,20,21,,484.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,36
431,24,0-59,20,21,,"1,478.00",神奈川県藤沢市遠藤,2024/02/11,ラミナ加工,未加工,取引済み,,,238
432,3,1-0,20,22,,585.00,神奈川県藤沢市遠藤,2024/02/15,ラミナ加工,未加工,取引済み,,,45
433,14,1-2,20,22,,427.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,148
434,5,1-7,20,22,,460.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,67
435,20,1-11,20,22,,535.00,神奈川県藤沢市遠藤,2024/02/18,ラミナ加工,未加工,取引済み,,,202
436,13,1-17,20,22,,599.00,神奈川県藤沢市遠藤,2024/02/15,ラミナ加工,未加工,取引済み,,,141
437,2,1-19,20,22,,482.00,神奈川県藤沢市遠藤,2024/02/20,ラミナ加工,未加工,取引済み,,,39
438,18,1-20,20,22,,805.00,神奈川県藤沢市遠藤,2024/02/20,ラミナ加工,未加工,取引済み,,,181
439,22,1-23,20,22,,248.00,神奈川県藤沢市遠藤,2024/02/19,ラミナ加工,未加工,取引済み,,,217
440,23,1-24,20,22,,590.00,神奈川県藤沢市遠藤,2024/02/12,ラミナ加工,未加工,取引済み,,,235
441,25,1-26,20,22,,678.00,神奈川県藤沢市遠藤,2024/02/12,ラミナ加工,未加工,取引済み,,,243
442,16,1-30,20,22,,847.00,神奈川県藤沢市遠藤,2024/02/19,ラミナ加工,未加工,取引済み,,,164
443,3,1-31,20,22,,606.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,47
444,9,1-36,20,22,,435.00,神奈川県藤沢市遠藤,2024/02/18,ラミナ加工,未加工,取引済み,,,99
445,18,1-37,20,22,,716.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,183
446,27,1-39,20,22,,534.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,255
447,19,1-41,20,22,,309.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,192
448,3,1-44,20,22,,576.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,48
449,4,1-45,20,22,,233.00,神奈川県藤沢市遠藤,2024/02/13,ラミナ加工,未加工,取引済み,,,56
450,1,1-46,20,22,,762.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,31
451,6,1-48,20,22,,492.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,74
452,13,1-49,20,22,,572.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,143
453,6,2-1,20,23,,595.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,75
454,14,2-2,20,23,,393.00,神奈川県藤沢市遠藤,2024/02/12,ラミナ加工,未加工,取引済み,,,150
455,7,2-3,20,23,,482.00,神奈川県藤沢市遠藤,2024/02/19,ラミナ加工,未加工,取引済み,,,84
456,10,2-4,20,23,,354.00,神奈川県藤沢市遠藤,2024/02/19,ラミナ加工,未加工,取引済み,,,109
457,12,2-10,20,23,,274.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,132
458,14,2-14,20,23,,418.00,神奈川県藤沢市遠藤,2024/02/18,ラミナ加工,未加工,取引済み,,,151
459,11,2-15,20,23,,449.00,神奈川県藤沢市遠藤,2024/02/12,ラミナ加工,未加工,取引済み,,,122
460,14,2-18,20,23,,480.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,152
461,25,2-24,20,23,,603.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,244
462,19,2-25,20,23,,308.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,195
463,10,2-26,20,23,,361.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,111
464,1,2-27,20,23,,691.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,33
465,9,2-28,20,23,,392.00,神奈川県藤沢市遠藤,2024/02/20,ラミナ加工,未加工,取引済み,,,101
466,4,2-33,20,23,,243.00,神奈川県藤沢市遠藤,2024/02/14,ラミナ加工,未加工,取引済み,,,59
467,7,2-34,20,23,,404.00,神奈川県藤沢市遠藤,2024/02/19,ラミナ加工,未加工,取引済み,,,86
468,17,2-42,20,23,,321.00,神奈川県藤沢市遠藤,2024/02/18,ラミナ加工,未加工,取引済み,,,175
469,8,2-47,20,23,,725.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,94
470,22,2-54,20,23,,227.00,神奈川県藤沢市遠藤,2024/02/16,ラミナ加工,未加工,取引済み,,,222
471,24,2-56,20,23,,"1,429.00",神奈川県藤沢市遠藤,2024/02/11,ラミナ加工,未加工,取引済み,,,239
472,4,3-2,20,24,,225.00,神奈川県藤沢市遠藤,2024/02/15,ラミナ加工,未加工,取引済み,,,61
473,28,3-4,20,24,,868.00,神奈川県藤沢市遠藤,2024/02/15,ラミナ加工,未加工,取引済み,,,261
474,12,3-5,20,24,,374.00,神奈川県藤沢市遠藤,2024/02/17,ラミナ加工,未加工,取引済み,,,136
